track_id,tags,genre,energy,key,loudness,valence,tempo_x,time_signature,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo_y,mfcc1_mean,mfcc1_variance,mfcc2_mean,mfcc2_variance,mfcc3_mean,mfcc3_variance,mfcc4_mean,mfcc4_variance,mfcc5_mean,mfcc5_variance,mfcc6_mean,mfcc6_variance,mfcc7_mean,mfcc7_variance,mfcc8_mean,mfcc8_variance,mfcc9_mean,mfcc9_variance,mfcc10_mean,mfcc10_variance,mfcc11_mean,mfcc11_variance,mfcc12_mean,mfcc12_variance,mfcc13_mean,mfcc13_variance,mfcc14_mean,mfcc14_variance,mfcc15_mean,mfcc15_variance,mfcc16_mean,mfcc16_variance,mfcc17_mean,mfcc17_variance,mfcc18_mean,mfcc18_variance,mfcc19_mean,mfcc19_variance,mfcc20_mean,mfcc20_variance
TRPOHJA128F149CB45,progressive_rock,Country,0.651,4,-6.324,0.168,150.152,4,0.43913794,0.07134134,0.20158589,0.0012124408,2791.352631386191,164604.8478418137,-0.00037720718,0.0217377,-0.0006457018,0.00980101,151.99908088235293,5.363091,363.7678,73.8657,149.23798,-11.780432,84.9214,26.059435,61.860584,1.8763692,38.320076,7.6226764,40.751232,-2.388491,42.231846,4.977014,43.498634,-8.197881,37.99626,2.5559998,33.844006,-3.5816352,34.029377,3.4117327,29.939,-4.8528686,32.900814,-3.6877637,29.340624,-7.3726025,27.49304,1.1727178,25.658451,-7.7463446,25.677094,0.21720858,21.745556,-2.8641891,25.397507,0.49045405,25.313513
TRFVXUC128F9321145,"progressive_rock, progressive_metal",Latin,0.535,9,-10.036,0.16,115.974,5,0.38914782,0.07748065,0.17283012,0.0026031819,2435.4841059144155,488501.9986328038,7.8771016e-05,0.017192367,0.00034286475,0.00761218,117.45383522727272,-55.638195,2641.2832,84.48258,1195.2078,-6.0382676,347.14957,42.897064,77.59422,10.837994,63.332973,13.048725,65.865685,2.2735667,44.500732,8.252582,52.14308,2.7813945,52.109146,4.231177,54.95138,-8.548242,33.98549,-2.3651788,46.339546,-3.531476,29.711102,0.87310463,23.61432,-2.3779812,28.825891,1.3132946,34.327606,-0.8240863,41.23883,0.80982655,32.34371,-2.0366368,40.83933,-1.7739432,35.520393
TRXFDJW128F42AC963,"electronic, ambient, instrumental, progressive_rock, psychedelic, post_rock, piano, beautiful, french",Electronic,0.148,1,-10.156,0.0369,105.894,4,0.35869458,0.08112197,0.1939433,0.00191763,2229.44524143022,35213.96188120668,-7.0210845e-05,0.03142466,-0.0007483288,0.0015728365,135.99917763157896,-28.567963,515.246,98.27602,77.07205,-6.4437504,60.132805,17.958893,75.080444,-6.2602425,68.015495,12.042018,26.577562,0.79592395,18.753351,4.934523,23.667622,-3.9760644,29.02709,8.74124,29.365858,2.0550878,28.528885,5.5909653,33.022243,-3.6529682,51.935783,3.6403575,28.990265,4.2062798,32.25574,11.23525,39.363945,5.5339518,58.47243,9.3243065,41.815723,3.4193175,49.105946,5.7652493,39.67118
TRSTDKJ128F92F8002,"alternative_rock, progressive_rock",World,0.565,1,-8.082,0.255,138.025,4,0.39199644,0.08504115,0.2137198,0.004139168,3174.256319873573,723864.7691948301,1.1522808e-05,0.030066473,8.653508e-05,0.008754336,135.99917763157896,-42.35367,1589.5255,59.759426,605.41614,28.088186,237.3467,35.841835,178.22382,7.77478,104.879036,12.032601,101.921974,-0.90971255,87.245705,6.4041743,123.99272,-5.7851734,68.791,12.525022,111.44891,-4.484081,67.58552,2.7127135,51.66518,-8.279954,37.225067,-4.6724887,53.243168,-6.854521,43.483162,-2.172446,38.27827,-5.8568234,38.453644,1.8190924,46.587837,-6.115562,50.782364,-2.8696463,49.71209
TRQZHPV12903CA8864,"rock, indie, progressive_rock, psychedelic_rock",Rock,0.672,9,-7.931,0.314,124.074,4,0.40803006,0.07747026,0.21551563,0.0019308098,2007.725740575045,264024.3926037282,-3.870692e-06,0.030235492,-3.1708107e-05,0.0065673287,123.046875,-36.691963,2395.8171,109.08449,471.2643,-3.1028256,180.2151,20.4951,88.19824,-0.11210363,98.25701,6.6626005,87.8066,1.1643019,66.36672,8.169131,45.176487,-3.6168134,46.277176,12.389973,71.21795,1.4652185,43.431816,4.6340704,32.216644,-4.2333403,36.321663,-1.0646191,38.879436,-3.171412,29.059628,-0.0376346,31.697018,-5.5141883,25.435686,0.256095,25.09001,-4.249802,30.805828,-2.2028239,35.18709
TROQYMP128F9326785,"rock, alternative, indie, alternative_rock, progressive_rock, post_hardcore",Rock,0.891,0,-5.125,0.457,150.197,4,0.44355375,0.07646995,0.27035528,0.0011231443,2687.328486457239,147162.59162166007,2.8800084e-06,0.039405867,0.00011686907,0.0121736415,151.99908088235293,26.974977,318.07474,72.68537,224.30287,-18.840895,110.153755,40.784863,83.69227,8.408833,54.337605,3.869337,35.232937,-5.326057,37.383102,9.797234,34.71488,0.07497594,36.946163,13.640067,41.382557,-1.2376748,31.8152,6.0914316,35.200497,-7.9159584,25.65931,0.58260345,32.083984,-2.5737054,40.061993,2.271276,36.670135,-4.880117,46.37289,3.4813447,43.93004,-0.9001329,39.4115,1.453914,45.96949
TRGGAUY128F42772FF,"jazz, progressive_rock",Jazz,0.836,7,-13.236,0.765,115.138,5,0.42300305,0.077298746,0.17797847,0.0004778188,1988.523768368188,122103.04277145748,-8.247255e-06,0.016925879,-3.0389525e-05,0.0051590526,117.45383522727272,-57.434284,683.5217,108.72681,468.47205,-15.973234,340.0647,55.692337,183.22122,-4.1262927,158.35486,14.712599,96.60505,-4.2665095,62.777466,8.239544,56.961536,1.1394314,45.83532,2.1254313,51.61189,-2.1854975,47.244377,1.8966094,70.06052,0.19557166,63.49352,2.5068626,58.662346,-3.7658155,61.01046,-0.99673057,46.370213,-5.5082088,44.560394,2.8568347,47.544083,-1.9163964,47.406414,3.730906,58.525227
TRPYAWD128F92F9139,"rock, electronic, alternative, ambient, progressive_rock, lounge",Rock,0.422,2,-12.925,0.184,127.388,4,0.31609905,0.0827088,0.16588363,0.0006724399,1224.4261545983682,64058.62915048102,-3.178445e-05,0.023201426,-0.0004990436,0.0012412617,129.19921875,-118.57255,868.3322,154.06985,361.08035,-8.95202,240.10326,25.88612,114.948746,4.9517245,104.89294,-1.8014275,72.55766,-0.35306513,64.39134,-0.14604236,40.947987,-9.748745,41.403328,0.8854393,50.243828,-11.511404,66.35609,0.08098982,34.973274,-1.3006989,34.524315,0.9748293,28.37262,-3.5835154,28.946156,2.5361657,28.10695,-5.188053,39.316467,0.92549723,44.42647,-1.8906999,28.08855,-3.6773813,32.001583
TRAPECP128E078F91C,"progressive_rock, psychedelic, 60s, oldies, psychedelic_rock",Rock,0.754,2,-9.77,0.508,132.99,4,0.44874156,0.07352795,0.18395136,0.0016469794,2866.066220412791,235444.42371434736,2.1308342e-06,0.01610244,-1.5766054e-05,0.008382652,135.99917763157896,-21.95792,1223.5378,65.01845,311.644,-13.090551,202.58057,52.60861,143.06064,-7.9576435,95.82215,19.825422,66.35473,-2.4023292,71.4094,8.4814005,49.67449,-3.1000576,61.160507,6.382535,71.33094,1.277277,74.33016,4.6044292,59.70027,-3.769486,50.265953,-0.27142763,49.191734,-4.4641914,47.3777,3.1114717,39.9757,-7.52457,49.59856,-0.3293663,52.876778,-2.531547,39.287315,1.2235252,41.33348
TRNWLEN128F42626F9,"death_metal, hardcore, metalcore, melodic_death_metal",Punk,0.975,1,-7.484,0.136,101.762,3,0.5220899,0.06902635,0.19392419,0.0012665659,2588.6555660142003,115137.81476648148,-1.0714533e-06,0.0166976,-5.7906025e-05,0.008012722,103.359375,-1.558127,455.10724,82.693695,178.03305,-17.717592,177.09454,25.747345,121.01994,-15.968931,79.44982,14.409704,66.209206,11.741132,57.40394,11.342727,52.864147,-0.58309454,55.96879,4.8421507,44.72995,0.84494555,40.394283,6.4129415,31.242126,-2.0635962,34.91121,4.72908,28.883883,-5.527452,27.066515,0.9504325,29.782537,-2.7821426,26.345795,0.92299426,30.691793,1.3224963,26.486172,2.4950113,22.415268
TRURRVV12903C9F089,"death_metal, melodic_death_metal",Metal,0.965,2,-5.401,0.172,127.948,4,0.65848356,0.041876707,0.2767696,0.00043439044,2766.833639542097,57115.79903961925,-7.599872e-07,0.033221163,-0.00013829283,0.013635285,129.19921875,39.424877,310.88547,67.11996,112.7333,-29.675486,134.12434,46.399487,189.76897,7.574212,47.990982,9.431442,45.350513,8.206788,88.60873,16.177616,29.707756,-0.99508685,27.853987,10.388259,36.173534,2.0462701,29.006464,7.598404,21.699842,-1.5892637,22.73126,-0.17905924,22.237112,-2.0775805,22.213423,2.9924355,32.449257,-4.4365716,19.363686,-1.1203483,18.618727,0.25342807,19.103949,1.7670555,21.535694
TRHXNCC12903CB64E8,"death_metal, melodic_death_metal",Punk,0.958,1,-5.903,0.439,180.056,4,0.5471757,0.06525103,0.25126797,0.0023185392,2890.888361617679,272697.46866001975,1.010065e-06,0.029790752,-0.00076030445,0.012466973,89.10290948275862,21.227879,943.05457,71.30891,342.07745,-7.7659802,334.24188,35.578213,189.84308,0.7124747,117.039085,12.7733555,50.685596,-0.97829056,62.60646,14.00882,43.275063,-4.696414,51.64383,6.9882207,49.217094,0.80436957,46.162598,6.9286075,36.842945,-2.7372227,27.728039,3.769028,26.195337,-3.046173,28.973194,2.5334368,26.702154,-1.847798,28.865936,1.8016123,26.180162,0.3845432,25.479694,0.45119584,27.777153
TRIRMEA128EF356B97,"death_metal, heavy_metal, industrial",Metal,0.976,11,-6.024,0.242,93.051,4,0.4809775,0.06923883,0.20604824,0.0010606463,3276.2720818655803,146243.6206097369,-8.604056e-06,0.022399485,-3.7296304e-05,0.0070873625,92.28515625,7.3587275,417.6757,46.66929,138.74843,-9.265888,121.099686,37.45411,53.592083,4.710515,46.5458,16.03421,30.362082,3.6000524,43.02781,14.249305,42.67013,5.2072244,29.193684,8.640303,25.23747,2.6244075,25.038807,10.066791,20.599098,-4.0221663,39.15942,-1.502039,28.222052,-6.4760895,32.025295,1.9553945,20.309332,-6.313627,25.443384,1.4539081,23.11808,-0.92243904,23.136387,2.8980668,26.071728
TRENXMN12903CF1CC7,"metal, death_metal, heavy_metal, thrash_metal, metalcore, melodic_death_metal",Metal,0.955,1,-3.649,0.447,122.976,1,0.5367694,0.064664535,0.2570068,0.0024394628,2390.6618451598583,205522.4766632295,0.0001185315,0.029021643,-8.702268e-05,0.016610933,123.046875,8.77509,1318.004,88.24419,410.73718,-16.84614,355.7048,31.350946,245.71783,5.534532,94.657684,0.8604241,89.396324,5.8973937,76.90232,10.405888,63.7232,-1.5576873,45.49776,7.151474,54.71499,3.1678543,41.964184,6.0335956,34.746967,-0.62624407,39.0241,-2.3233547,37.063747,-1.756234,33.048004,1.4710277,31.05906,-4.7222676,28.35177,-2.3219216,33.42487,-4.26359,29.066116,-2.356793,24.965506
TRVHBIL128E078FA01,"death_metal, hardcore, metalcore",Metal,0.964,1,-5.129,0.834,189.083,4,0.56143063,0.06265341,0.29361364,0.0009876484,2664.025619852485,116304.47362759618,-1.8533548e-06,0.053756803,0.00024734827,0.011445811,95.703125,22.085838,387.6909,71.03706,184.36159,-13.948375,112.87297,38.3007,147.07713,10.024993,155.22325,11.237416,36.956234,1.6155083,49.515533,14.373217,83.51243,-3.0555632,52.718773,9.756503,56.233868,5.2169995,48.495083,9.159482,33.466866,-3.4802723,36.5207,-1.9210738,41.993694,-4.4819517,37.471893,4.218325,31.36294,-0.8033691,31.98426,2.0664613,32.12867,0.8207094,28.046621,1.6958737,25.911976
TRDPYZA128F42ADC95,"metal, death_metal, progressive_metal, melodic_death_metal, doom_metal, gothic_metal",Metal,0.763,5,-5.853,0.162,118.2,4,0.5065221,0.06492402,0.2539914,0.0011905265,2776.3579194324566,95423.26630663263,7.831553e-06,0.034028947,0.00019819742,0.011485493,117.45383522727272,29.582663,245.58809,72.38685,152.36354,-19.916492,95.79596,25.265678,101.81335,-7.573685,75.95165,18.860086,45.81512,6.9334836,46.076263,7.483362,54.532593,4.340353,41.09181,4.8280735,32.274307,5.2068596,29.081314,3.5078065,30.855566,0.43493605,37.781963,6.4286346,29.57662,-4.392683,28.613905,3.37337,30.223286,-2.3822103,28.491884,-2.881194,33.469315,1.1629926,26.374763,3.2157576,32.180237
TRBWLXZ12903CF1CC6,"metal, death_metal, thrash_metal, metalcore, melodic_death_metal",Metal,0.96,1,-4.122,0.308,89.78,4,0.47198066,0.07056993,0.15732054,0.00029274728,2398.669449787476,62411.6016595443,5.793927e-06,0.010430525,-1.11504405e-05,0.0056195385,89.10290948275862,-33.342915,455.72495,84.76197,165.94109,-29.634022,222.43044,39.939995,130.55006,9.520376,52.815887,-1.194445,64.80896,5.4037147,62.463478,9.238451,54.28174,-0.7136384,71.24795,7.326536,44.62131,1.9777749,35.084328,4.719539,34.86349,-0.38870078,42.16365,-3.7527494,38.812756,-3.5671973,48.644604,1.0200453,36.56831,-2.356863,48.523346,-1.7910177,43.34179,-1.2161574,42.67918,1.4146003,46.578465
TRFMBGS128F42684AB,"death_metal, progressive_metal, melodic_death_metal, doom_metal",Metal,0.943,7,-3.568,0.551,144.014,4,0.4023224,0.07764308,0.30771098,0.002946687,3056.1248769930944,178523.80799712517,2.6691707e-06,0.056239832,-0.00048660312,0.014457728,143.5546875,41.491642,255.75417,60.582455,168.70575,-12.441765,110.00155,26.903324,75.21654,-6.091152,105.58705,15.394391,65.94824,-0.53944415,57.0621,13.889168,56.3962,2.1922836,46.54649,2.2311068,44.286438,7.5801606,43.860504,2.387324,55.1633,0.9744726,41.350517,6.377022,42.20417,-1.9789312,42.30858,5.6920557,48.129227,-5.907981,36.41486,-0.0022429475,56.72963,-2.6375792,41.2066,-2.5074701,45.614902
TRANTGT128F931F015,"death_metal, melodic_death_metal",Metal,0.993,2,-5.428,0.0621,120.239,4,0.55636513,0.060674872,0.23834914,0.00044639967,3048.3840848774826,57954.5487882482,-3.2926612e-06,0.021586698,0.00012177344,0.012040629,151.99908088235293,29.850245,206.1922,52.04951,147.89583,-34.96102,103.220856,46.296894,44.599464,0.54191,34.832405,9.581406,40.131725,7.121824,39.67414,13.120905,36.604984,4.799015,36.929295,6.9321394,28.812687,-0.17710073,36.832527,7.1371255,32.924522,-3.8166258,35.345135,-0.67755204,36.845024,-5.6635923,29.755348,7.934856,29.136005,-6.4184,24.377342,0.3342007,23.852757,0.57518405,28.871222,0.30523893,30.839941
TRSQUOG128F426AAA7,"metal, experimental, death_metal, progressive_metal",Metal,0.225,0,-14.071,0.0894,112.167,1,0.46615082,0.08220436,0.15632612,0.0039823432,2146.969070698515,1901166.9572735676,-1.6585611e-06,0.015702195,3.0947598e-05,0.006289248,123.046875,-121.70346,5615.9976,113.07292,2479.311,2.80916,913.7879,25.254574,587.2705,16.470758,269.31924,7.8695188,291.75763,0.77200353,199.90024,1.6678722,220.41153,-3.6653445,242.57938,-0.9417997,133.50073,3.5804431,121.269135,6.915733,78.03025,-3.9394217,83.91419,5.583139,70.41107,-5.3489237,66.623955,7.859977,80.25917,-2.942651,53.258694,-1.4611869,33.350063,-3.1567104,44.227264,0.813495,41.05626
TRYPJDP12903CDFAAC,"death_metal, hardcore, grindcore",Metal,0.984,5,-5.341,0.0773,113.2,3,0.6201985,0.04780325,0.24832122,0.0026082753,2966.7481833357374,95712.8678291086,-2.9696853e-06,0.025822464,-6.135732e-05,0.012651396,112.34714673913044,37.257053,2582.2485,64.87006,146.11377,-18.495571,129.15332,30.471985,154.69437,6.756744,41.224426,16.074043,35.383045,1.4761496,38.55832,6.677591,28.34884,1.8277754,30.377722,5.141094,29.330269,0.60641444,24.805433,2.4090626,24.11079,-4.996913,22.20517,0.39073354,22.705446,-5.349519,18.761559,0.31292945,22.045607,-5.661701,18.095415,2.874544,18.36497,-0.6827624,17.206123,1.0912007,15.967229
TRPJRLJ12903CF3E97,"death_metal, metalcore, melodic_death_metal",Metal,0.972,0,-2.867,0.312,175.27,4,0.6084743,0.052748263,0.1873605,0.00046698464,2830.638133113359,125769.6871593837,-3.6201386e-06,0.018673193,-0.00016662046,0.0063902205,172.265625,-0.809606,448.61325,64.816154,209.05563,-29.895832,203.03468,22.207905,247.1107,3.7897089,164.25087,10.22649,91.81479,7.7616243,123.06667,19.743774,81.79984,7.2625904,47.83281,9.484034,35.98969,1.0932105,32.212963,8.614731,29.184797,-0.41554403,26.84271,5.432299,28.216745,-1.1232866,23.38634,2.1325338,22.679274,-4.1392484,23.729189,1.2330792,19.088776,-0.932785,19.582594,-1.8188014,17.360357
TRNUUYM128F4242120,"death_metal, melodic_death_metal",Metal,0.987,11,-6.601,0.4,98.553,4,0.59115213,0.053287726,0.18838763,0.0009744856,3098.6910883672567,198378.50146712168,-9.544661e-06,0.015505015,8.171834e-07,0.008234868,99.38401442307692,8.557783,955.76605,59.51852,341.5808,-20.143597,319.48013,26.350039,295.31442,8.571256,104.70354,14.238351,70.01688,-0.21672398,68.48443,12.257104,41.510635,1.3117436,35.2346,0.22092313,43.761494,-1.7228956,40.949196,5.574692,42.896126,0.84428054,26.972681,0.2314298,35.315975,-3.0049486,24.244574,2.3148756,28.258793,-4.051074,23.197632,-0.34469473,23.066547,0.015674567,26.966604,1.3773211,19.81238
TROXHOI128F42A5B8D,"death_metal, melodic_death_metal, doom_metal",Rap,0.954,1,-5.228,0.08,65.25,4,0.58748937,0.051733006,0.2313371,0.0008301735,2729.6381293734485,74801.33491858291,5.28438e-05,0.02358032,0.0021087097,0.010028131,184.5703125,10.040825,441.71933,66.05555,196.20374,-29.027075,96.82257,58.505104,120.4518,6.0434027,86.667725,14.762333,73.94593,8.86239,52.93878,12.193999,38.445488,-0.96958625,44.908867,3.1139226,30.735035,-2.2108035,26.19397,3.0785081,26.491997,-7.003486,31.626028,5.4169893,31.18008,7.672283,23.529095,2.3776574,21.58061,-8.586488,28.597418,4.9536767,20.881346,6.0632105,25.144825,2.09704,19.048656
TRLYEUJ128E0783BC6,"metal, death_metal, melodic_death_metal, nu_metal",Metal,0.335,2,-11.83,0.0978,106.596,4,0.5429106,0.060241155,0.38089076,0.002140606,1981.9484083609643,108501.67739235883,-2.4293062e-05,0.06934282,8.307265e-06,0.020976713,107.666015625,37.662617,670.227,107.14021,312.01263,-24.305386,77.69011,33.743523,121.09269,6.8040624,39.775227,19.576704,68.790306,8.973382,49.049885,9.334324,36.20756,1.9115913,30.535204,7.236245,26.562532,0.082109906,23.628063,7.030452,28.383991,-2.001094,26.759699,0.4326633,24.225086,-3.4039347,25.373972,3.0716562,20.114748,-4.067941,23.050049,0.39508113,22.128218,0.9767321,18.732819,3.4088304,17.450603
TRCVRAY128F42701D9,"death_metal, polish",Punk,0.978,1,-1.098,0.055,124.981,4,0.55757797,0.058700927,0.4149363,0.001281836,3154.960564202008,152651.63480441822,4.7986296e-06,0.07575971,-0.00034980313,0.03195642,123.046875,85.02916,174.81001,55.27593,194.2614,-8.3796215,111.12874,36.752335,82.73657,6.791186,69.97576,14.039861,46.15665,0.5205635,36.44206,9.243749,52.124287,3.0159297,39.12035,9.34925,32.28503,2.9283347,35.090763,6.1205335,38.773464,-1.960913,31.500925,2.9445136,28.645021,-1.0532302,27.608807,7.156699,29.463848,-0.07452496,33.036613,4.9744954,27.717522,0.1531476,30.327412,0.23592006,27.22395
TRLLIHJ128F425C76C,"death_metal, dark_ambient",Folk,0.357,10,-22.579,0.218,97.121,4,0.64166486,0.05132864,0.2854313,0.0018284132,474.01606322898624,5492.375573935102,7.739124e-06,0.061616175,-0.00010150994,0.0030089256,95.703125,-185.77354,223.15823,206.56792,44.23983,-7.869027,42.275143,30.226303,40.854427,19.784313,32.932186,15.603714,18.953093,16.159468,17.53762,5.4867077,17.372686,12.171469,13.371514,7.0609303,12.774964,6.689441,14.120624,7.28673,11.449854,3.8440437,14.5819645,6.4478416,12.922906,4.468849,13.840848,2.686615,12.492416,4.1934924,10.368012,4.1972036,11.599877,3.9209034,10.529981,1.4267395,11.552499
TROFLBL128F147E694,heavy_metal,Metal,0.824,4,-8.635,0.055,92.151,4,0.37704617,0.08209718,0.21217178,0.0042254734,1908.507225293975,809704.7797210966,3.6869894e-06,0.031742882,-2.5481646e-05,0.0062952866,172.265625,-67.80934,9971.511,120.25316,2452.8904,-16.355011,375.51593,27.94908,292.07123,7.92605,290.1739,7.0631537,66.7344,-0.72912514,60.66006,12.419137,49.87722,3.6068432,54.127163,2.9028456,48.106846,0.16657619,44.78926,1.5461893,58.868797,-4.906158,33.48521,0.8790566,25.409853,-6.668699,33.76819,-5.0465484,58.5975,-5.706034,40.119877,-0.25977594,36.602722,-1.9439813,44.809406,-3.797418,42.496704
TRUECED128C7196CE4,"heavy_metal, grunge",Pop,0.973,4,-5.278,0.372,142.497,4,0.501651,0.06939625,0.2366051,0.0022993234,2107.5977015675057,62111.128975181055,2.94207e-07,0.028644344,5.810647e-05,0.011152153,143.5546875,1.6283392,694.46265,105.903275,196.2128,-37.461258,140.6681,32.69866,187.62071,-2.3232403,99.23557,7.490521,95.96383,-2.7403803,54.179996,6.4489408,51.398945,1.1066031,51.16428,2.741296,46.442917,2.315277,31.238329,8.319768,38.652336,-2.393227,32.31207,-2.1283638,26.901443,-3.5193944,32.551357,3.0171957,22.571743,-4.6776314,27.898075,-0.005660491,27.453482,0.8588239,37.28772,-1.4454361,27.047314
TRRPCLK128F424C963,"heavy_metal, power_metal, swedish",Metal,0.979,8,-3.918,0.127,140.798,4,0.43303764,0.08264948,0.2966948,0.001313078,3194.9719957687253,296604.2927842824,3.9263764e-06,0.047802474,-0.00012063859,0.014648127,135.99917763157896,34.869366,428.15933,54.353123,234.38927,0.39388004,157.90202,36.390842,111.509735,6.0006733,88.35328,11.875265,66.72402,3.710178,50.89296,11.582284,32.017307,3.9618406,42.058018,4.8281107,31.321455,-0.29914656,39.478172,5.710103,37.396957,0.78107166,31.47216,-2.6762788,29.673227,-6.701363,31.133003,3.1021943,51.62406,-5.1255503,50.97122,3.2043607,51.331078,0.9224508,62.120235,4.6812415,65.76276
TRAIPIA128F4273A3D,"heavy_metal, thrash_metal, power_metal",Folk,0.993,3,-4.585,0.406,140.08,4,0.4908536,0.07487083,0.10377181,0.00025269276,2755.221262872113,223455.8987989261,3.655432e-06,0.0051150406,-7.8664605e-05,0.002385546,143.5546875,-80.78844,688.3661,68.42562,254.8557,-16.351212,343.27863,35.94428,104.22722,21.494452,100.581726,4.101722,52.435596,11.661255,109.75986,8.294844,63.704926,3.0006893,52.574963,10.791743,43.873264,-1.5963494,44.71633,11.165783,51.749886,0.085161,47.634758,-0.3797931,39.64643,-1.9267744,55.99206,-2.2324905,38.120235,3.038627,39.677174,-5.706787,39.551815,-1.5968958,36.86581,4.209638,45.820942
TRXJPJM12903CDB0C8,"metal, hard_rock, heavy_metal",Blues,0.55,0,-5.744,0.303,104.6,4,0.46856785,0.07113413,0.28853354,0.0011353713,2861.9941387615027,59021.63931266396,1.14741915e-05,0.044524927,-9.320733e-05,0.012741083,103.359375,33.831455,183.85626,61.506107,95.23873,-23.187971,78.05938,38.468227,58.079346,5.456369,45.723392,1.6805769,66.62825,2.8607419,61.82942,16.92746,57.067955,0.33105564,51.502007,5.607859,35.869522,6.5637207,33.16992,9.17279,47.69706,-7.6605706,71.54003,6.7605047,74.1082,-3.3737252,66.839325,3.8183908,52.19436,-1.5401005,57.60396,4.285315,52.54152,-0.47412455,40.116848,1.4945908,46.50759
TRNNKWM128F934AB1B,"heavy_metal, thrash_metal",Metal,0.956,8,-7.717,0.13,104.167,4,0.4461418,0.07536632,0.16732979,0.0006046537,2891.620979173068,42947.14193991744,-7.0653377e-06,0.011375205,-0.00034729665,0.0062661623,107.666015625,-19.421715,334.61063,61.507206,117.08019,-27.970062,118.926834,58.42567,68.45334,-2.992649,50.171783,5.1909113,40.38968,-6.4659743,56.21095,9.05306,40.210625,-8.354342,46.935772,-1.5282631,37.14254,-2.3166518,29.873192,2.5451274,39.314926,-14.267598,49.186443,0.86031073,54.68817,-8.76701,35.932228,-5.229544,24.598291,-7.1080327,26.603184,-0.4186441,32.791252,0.21550514,40.39443,-1.2586877,37.068497
TRMSXSW12903CD2CDF,"hard_rock, heavy_metal",Metal,0.98,10,-6.291,0.412,129.167,4,0.44980615,0.07311264,0.2482836,0.0018814038,3062.9980892232634,212022.8615259005,5.9456697e-06,0.028674299,9.636341e-06,0.011690899,129.19921875,35.792778,461.10764,60.976337,271.9326,-19.500004,206.28415,29.79985,99.60389,-11.000772,68.91245,2.9607482,52.191605,-0.68693006,52.216778,13.162375,51.24544,-1.2842827,44.975185,3.883537,40.324852,-3.4381235,32.77409,-5.0935783,45.61133,-12.077986,39.719513,-4.4844036,36.069065,-1.9150562,32.611732,4.968121,29.443892,-5.6727486,36.63137,-2.1146135,35.96507,-3.1585557,36.759937,-0.76913327,35.029213
TRXOCZT128F934AB1D,"heavy_metal, thrash_metal",Metal,0.918,8,-8.36,0.137,101.916,4,0.4981927,0.06663874,0.16229717,0.0008097066,3052.012245295009,89878.47628278856,-8.89056e-06,0.010388092,-0.00039224073,0.0063089924,117.45383522727272,-16.25429,369.1141,52.629536,177.52591,-27.48161,229.53613,53.75053,115.3471,2.9037516,58.149513,-1.5611998,96.58639,-2.3338356,65.66838,9.019412,41.798195,0.6048203,48.431435,-0.007921957,28.356085,-1.4280078,26.276064,-1.9092039,26.46283,-13.912823,31.221508,0.48419812,42.259716,-5.255567,30.786991,-7.4693503,26.491724,-8.164324,27.55676,-1.0928565,24.181955,-1.2887809,30.53356,-0.2864937,30.69864
TRCSTLD128F428CACB,"heavy_metal, power_metal, symphonic_metal",Country,0.898,1,-5.921,0.189,157.883,4,0.3985618,0.07524057,0.2762048,0.0014587395,2758.2055209857017,143684.87203772948,1.5707466e-05,0.051943902,-8.314622e-05,0.008131118,161.4990234375,23.177532,333.461,73.21088,148.41638,-6.1839137,70.47112,25.265453,87.497475,2.5549543,58.994957,6.4614787,41.83564,3.7421157,33.079624,10.188066,25.889753,2.8121197,37.898136,9.753951,31.721706,-2.567439,34.37374,8.098081,27.542753,4.5707994,26.01119,13.628152,37.47089,1.4617553,39.289566,-0.56614596,39.335697,-5.672752,38.060627,6.945196,29.573505,1.0078615,23.210487,0.09296484,35.5227
TRNWRGX128F42622DF,"rock, hard_rock, 80s, heavy_metal",Punk,0.91,11,-5.403,0.353,107.985,4,0.4717559,0.070400394,0.25877413,0.0014587041,2759.5641491591623,200314.9433457576,-1.2603909e-05,0.036665205,-8.684099e-06,0.010572437,107.666015625,19.589348,667.4983,69.12169,274.9674,-22.792822,271.57315,42.346104,140.06548,8.95727,58.49193,10.752087,59.90449,3.8467128,52.51961,1.6264125,84.72429,2.5587907,46.142933,6.173399,37.66248,-1.493474,33.919518,8.142096,41.27845,-2.0733387,49.26926,5.551023,45.784626,-1.8947433,39.58765,0.58875245,45.259846,-2.4321055,33.190655,2.1270692,28.47135,-4.863607,30.249386,1.460114,31.928139
TRAXOQD12903CDD59D,"metal, heavy_metal, hardcore, thrash_metal, metalcore, progressive_metal, nu_metal",Metal,0.919,2,-5.748,0.322,90.013,4,0.60421455,0.05541064,0.24232152,0.0012385347,3245.240356688377,171877.38212332822,-1.0703622e-05,0.029527176,-0.00012769536,0.01111592,89.10290948275862,29.48809,543.33264,52.503567,234.96544,-11.460617,156.16316,30.456242,164.23808,0.28167993,173.55759,15.5280285,59.194042,0.20587756,76.32561,18.78852,75.162964,3.5593321,44.38621,9.662037,37.493126,2.0939648,33.851997,10.461245,33.339542,0.68579316,34.038483,2.6056998,31.73332,-2.6039639,28.625187,5.1941195,23.268959,-0.79590267,27.073532,4.071447,24.331598,0.005330939,24.305485,1.1835562,18.93118
